VATyp;VA_Nr_(KT);Datum_von;Datum_bis;Dauer;Veranstaltungsstätte;VA_Raum;VA_Buchung_Name;Buchungsstatus;Veranstalter_1;VA_RaumFläche;Aktivitätsstatus
MV;12145;01.02.2024 10:00;01.02.2024 17:30;7,5;FFK;Französische Friedrichstadtkirche;Neujahrsempfang;Vtg ok;Verband Bergbau, Geologie und Umwelt e.V.;0;Veranstaltung allgemein
MV;12145;01.02.2024 10:00;01.02.2024 17:30;7,5;FFK;Saal;Neujahrsempfang;Vtg ok;Verband Bergbau, Geologie und Umwelt e.V.;720;Veranstaltung allgemein
MV;12145;01.02.2024 10:00;01.02.2024 17:30;7,5;FFK;Entrée;Neujahrsempfang;Vtg ok;Verband Bergbau, Geologie und Umwelt e.V.;24;Veranstaltung allgemein
MV;12139;11.10.2024 13:30;11.10.2024 23:30;10;FFK;Französische Friedrichstadtkirche;Lichtfestivalkonzert;Vtg ok;Büro Tina Tandler;0;Veranstaltung allgemein
MV;12139;11.10.2024 13:30;11.10.2024 23:30;10;FFK;Saal;Lichtfestivalkonzert;Vtg ok;Büro Tina Tandler;720;Veranstaltung allgemein
MV;12139;11.10.2024 13:30;11.10.2024 23:30;10;FFK;Salon Godet;Lichtfestivalkonzert;Vtg ok;Büro Tina Tandler;22;Veranstaltung allgemein
MV;12140;26.12.2024 13:00;27.12.2024 00:00;11;FFK;Saal;Weihnachtskonzert;Vtg ok;Büro Tina Tandler;720;Veranstaltung allgemein
MV;12140;26.12.2024 13:00;27.12.2024 00:00;11;FFK;Salon Godet;Weihnachtskonzert;Vtg ok;Büro Tina Tandler;22;Veranstaltung allgemein
MV;12140;26.12.2024 13:00;27.12.2024 00:00;11;FFK;Französische Friedrichstadtkirche;Weihnachtskonzert;Vtg ok;Büro Tina Tandler;0;Veranstaltung allgemein
MV;12209;04.12.2024 13:00;04.12.2024 21:00;8;FFK;Französische Friedrichstadtkirche;Adventskonzert;Vtg ok;Vertretung des Freistaats Thüringen beim Bund;0;Veranstaltung allgemein
MV;12209;04.12.2024 13:00;04.12.2024 21:00;8;FFK;Saal;Adventskonzert;Vtg ok;Vertretung des Freistaats Thüringen beim Bund;720;Veranstaltung allgemein
MV;12209;04.12.2024 13:00;04.12.2024 21:00;8;FFK;Georges-Casalis-Saal;Adventskonzert;Vtg ok;Vertretung des Freistaats Thüringen beim Bund;160;Veranstaltung allgemein
MV;12209;04.12.2024 13:00;04.12.2024 21:00;8;FFK;Salon Godet;Adventskonzert;Vtg ok;Vertretung des Freistaats Thüringen beim Bund;22;Veranstaltung allgemein
MV;12155;22.03.2024 14:30;22.03.2024 23:30;9;FFK;Französische Friedrichstadtkirche;Candlelight Konzert;Vtg ok;Kzemos Germany GmbH;0;Veranstaltung allgemein
MV;12155;22.03.2024 14:30;22.03.2024 23:30;9;FFK;Saal;Candlelight Konzert;Vtg ok;Kzemos Germany GmbH;720;Veranstaltung allgemein
MV;12155;22.03.2024 14:30;22.03.2024 23:30;9;FFK;Entrée;Candlelight Konzert;Vtg ok;Kzemos Germany GmbH;24;Veranstaltung allgemein
MV;12155;22.03.2024 14:30;22.03.2024 23:30;9;FFK;Salon Godet;Candlelight Konzert;Vtg ok;Kzemos Germany GmbH;22;Veranstaltung allgemein
MV;12155;23.03.2024 15:00;23.03.2024 23:30;8,5;FFK;Saal;Candlelight Konzert;Vtg ok;Kzemos Germany GmbH;720;Veranstaltung allgemein
MV;12155;23.03.2024 15:00;23.03.2024 23:30;8,5;FFK;Entrée;Candlelight Konzert;Vtg ok;Kzemos Germany GmbH;24;Veranstaltung allgemein
MV;12155;23.03.2024 15:00;23.03.2024 23:30;8,5;FFK;Salon Godet;Candlelight Konzert;Vtg ok;Kzemos Germany GmbH;22;Veranstaltung allgemein
MV;12155;23.03.2024 15:00;23.03.2024 23:30;8,5;FFK;Französische Friedrichstadtkirche;Candlelight Konzert;Vtg ok;Kzemos Germany GmbH;0;Veranstaltung allgemein
MV;12164;14.12.2024 12:00;14.12.2024 18:00;6;FFK;Französische Friedrichstadtkirche;Konzert;Vtg ok;FRANZHANS 06 GmbH;0;Konzert
MV;12164;14.12.2024 12:00;14.12.2024 18:00;6;FFK;Saal;Konzert;Vtg ok;FRANZHANS 06 GmbH;720;Veranstaltung allgemein
MV;12164;14.12.2024 12:00;14.12.2024 18:00;6;FFK;Salon Godet;Konzert;Vtg ok;FRANZHANS 06 GmbH;22;Veranstaltung allgemein
MV;12219;24.04.2024 09:30;24.04.2024 17:30;8;FFK;Saal;Energiekonferenz;Vtg ok;Becker Büttner Held PartGmbB Rechtsanwälte Wirtschaftsprüfer Steuerberater | PartGmbB;720;Veranstaltung allgemein
MV;12219;24.04.2024 09:30;24.04.2024 17:30;8;FFK;Georges-Casalis-Saal;Energiekonferenz;Vtg ok;Becker Büttner Held PartGmbB Rechtsanwälte Wirtschaftsprüfer Steuerberater | PartGmbB;160;Veranstaltung allgemein
MV;12219;24.04.2024 09:30;24.04.2024 17:30;8;FFK;Rotunde;Energiekonferenz;Vtg ok;Becker Büttner Held PartGmbB Rechtsanwälte Wirtschaftsprüfer Steuerberater | PartGmbB;87;Veranstaltung allgemein
MV;12219;24.04.2024 09:30;24.04.2024 17:30;8;FFK;Französische Friedrichstadtkirche;Energiekonferenz;Vtg ok;Becker Büttner Held PartGmbB Rechtsanwälte Wirtschaftsprüfer Steuerberater | PartGmbB;0;Veranstaltung allgemein
MV;12219;24.04.2024 09:30;24.04.2024 17:30;8;FFK;Entrée;Energiekonferenz;Vtg ok;Becker Büttner Held PartGmbB Rechtsanwälte Wirtschaftsprüfer Steuerberater | PartGmbB;24;Veranstaltung allgemein
MV;12219;24.04.2024 09:30;24.04.2024 17:30;8;FFK;Restaurant Hugo & Notte;Energiekonferenz;Vtg ok;Becker Büttner Held PartGmbB Rechtsanwälte Wirtschaftsprüfer Steuerberater | PartGmbB;160;Veranstaltung allgemein
MV;12219;24.04.2024 09:30;24.04.2024 17:30;8;FFK;Salon Godet;Energiekonferenz;Vtg ok;Becker Büttner Held PartGmbB Rechtsanwälte Wirtschaftsprüfer Steuerberater | PartGmbB;22;Veranstaltung allgemein
MV;12228;07.06.2024 12:00;07.06.2024 22:00;10;FFK;Saal;Verleihung Deutscher Nationalpreis;Vtg ok;Deutsche Nationalstiftung;720;Veranstaltung allgemein
MV;12228;07.06.2024 12:00;07.06.2024 22:00;10;FFK;Georges-Casalis-Saal;Verleihung Deutscher Nationalpreis;Vtg ok;Deutsche Nationalstiftung;160;Veranstaltung allgemein
MV;12228;07.06.2024 12:00;07.06.2024 22:00;10;FFK;Rotunde;Verleihung Deutscher Nationalpreis;Vtg ok;Deutsche Nationalstiftung;87;Veranstaltung allgemein
MV;12228;07.06.2024 12:00;07.06.2024 22:00;10;FFK;Entrée;Verleihung Deutscher Nationalpreis;Vtg ok;Deutsche Nationalstiftung;24;Veranstaltung allgemein
MV;12228;07.06.2024 12:00;07.06.2024 22:00;10;FFK;Französische Friedrichstadtkirche;Verleihung Deutscher Nationalpreis;Vtg ok;Deutsche Nationalstiftung;0;Veranstaltung allgemein
MV;12228;07.06.2024 12:00;07.06.2024 22:00;10;FFK;Restaurant Hugo & Notte;Verleihung Deutscher Nationalpreis;Vtg ok;Deutsche Nationalstiftung;160;Veranstaltung allgemein
MV;12241;28.04.2024 14:00;28.04.2024 20:00;6;FFK;Französische Friedrichstadtkirche;Weltkonzert;Vtg ok;Weltkonzerte;0;Veranstaltung allgemein
MV;12241;28.04.2024 14:00;28.04.2024 20:00;6;FFK;Saal;Weltkonzert;Vtg ok;Weltkonzerte;720;Veranstaltung allgemein
MV;12241;28.04.2024 14:00;28.04.2024 20:00;6;FFK;Salon Godet;Weltkonzert;Vtg ok;Weltkonzerte;22;Veranstaltung allgemein
MV;11994;22.01.2024 16:00;23.01.2024 01:00;9;FFK;Französische Friedrichstadtkirche;Dinner Milch-Montag;Vtg ok;Milchindustrie-Verband e. V.;0;Veranstaltung allgemein
MV;11994;22.01.2024 16:00;23.01.2024 01:00;9;FFK;Saal;Dinner Milch-Montag;Vtg ok;Milchindustrie-Verband e. V.;720;Veranstaltung allgemein
MV;11994;22.01.2024 16:00;23.01.2024 01:00;9;FFK;Entrée;Dinner Milch-Montag;Vtg ok;Milchindustrie-Verband e. V.;24;Veranstaltung allgemein
MV;12001;20.01.2024 14:30;20.01.2024 19:30;5;FFK;Französische Friedrichstadtkirche;Neujahrskonzert;Vtg ok;KaMü GmbH;0;Veranstaltung allgemein
MV;12001;20.01.2024 14:30;20.01.2024 19:30;5;FFK;Saal;Neujahrskonzert;Vtg ok;KaMü GmbH;720;Veranstaltung allgemein
MV;12001;20.01.2024 14:30;20.01.2024 19:30;5;FFK;Salon Godet;Neujahrskonzert;Vtg ok;KaMü GmbH;22;Veranstaltung allgemein
MV;;03.08.2024 08:00;18.08.2024 18:00;370;FFK;Französische Friedrichstadtkirche;Neue Anfragen, die nach dem 30.03.2024 rein kommen, nur nach Rücksprache;Fix;;0;Veranstaltung allgemein
TF;;14.10.2024 07:00;14.10.2024 10:00;3;FFK;Französische Friedrichstadtkirche;Wartung Instandsetzung;Fix;;0;Wartung
MV;12029;26.05.2024 14:30;26.05.2024 19:30;5;FFK;Französische Friedrichstadtkirche;Galakonzert;Vtg ok;KaMü GmbH;0;Veranstaltung allgemein
MV;12029;26.05.2024 14:30;26.05.2024 19:30;5;FFK;Saal;Galakonzert;Vtg ok;KaMü GmbH;720;Veranstaltung allgemein
MV;12029;26.05.2024 14:30;26.05.2024 19:30;5;FFK;Salon Godet;Galakonzert;Vtg ok;KaMü GmbH;22;Veranstaltung allgemein
MV;12033;07.07.2024 14:30;07.07.2024 19:30;5;FFK;Französische Friedrichstadtkirche;Konzert;Vtg ok;KaMü GmbH;0;Veranstaltung allgemein
MV;12033;07.07.2024 14:30;07.07.2024 19:30;5;FFK;Saal;Konzert;Vtg ok;KaMü GmbH;720;Veranstaltung allgemein
MV;12033;07.07.2024 14:30;07.07.2024 19:30;5;FFK;Salon Godet;Konzert;Vtg ok;KaMü GmbH;22;Veranstaltung allgemein
MV;12034;13.09.2024 14:30;13.09.2024 19:30;5;FFK;Französische Friedrichstadtkirche;Konzert;Vtg ok;KaMü GmbH;0;Veranstaltung allgemein
MV;12034;13.09.2024 14:30;13.09.2024 19:30;5;FFK;Saal;Konzert;Vtg ok;KaMü GmbH;720;Veranstaltung allgemein
MV;12034;13.09.2024 14:30;13.09.2024 19:30;5;FFK;Salon Godet;Konzert;Vtg ok;KaMü GmbH;22;Veranstaltung allgemein
MV;12035;24.11.2024 14:30;24.11.2024 19:30;5;FFK;Französische Friedrichstadtkirche;"Konzert ""Gala der Tenöre""";Vtg ok;KaMü GmbH;0;Veranstaltung allgemein
MV;12035;24.11.2024 14:30;24.11.2024 19:30;5;FFK;Saal;"Konzert ""Gala der Tenöre""";Vtg ok;KaMü GmbH;720;Veranstaltung allgemein
MV;12035;24.11.2024 14:30;24.11.2024 19:30;5;FFK;Salon Godet;"Konzert ""Gala der Tenöre""";Vtg ok;KaMü GmbH;22;Veranstaltung allgemein
MV;12036;21.12.2024 14:30;21.12.2024 19:30;5;FFK;Französische Friedrichstadtkirche;Konzert;Vtg ok;KaMü GmbH;0;Veranstaltung allgemein
MV;12036;21.12.2024 14:30;21.12.2024 19:30;5;FFK;Saal;Konzert;Vtg ok;KaMü GmbH;720;Veranstaltung allgemein
MV;12036;21.12.2024 14:30;21.12.2024 19:30;5;FFK;Salon Godet;Konzert;Vtg ok;KaMü GmbH;22;Veranstaltung allgemein
MV;12112;07.01.2024 08:30;07.01.2024 14:00;5,5;FFK;Französische Friedrichstadtkirche;Catering zu: 75 Jahrfeier der Evangelischen Forschungsakademie;Vtg ok;Evangelische Forschungsakademie | Union Evangelischer Kirchen in der EKD (UEK);0;Veranstaltung allgemein
MV;12112;07.01.2024 08:30;07.01.2024 14:00;5,5;FFK;Saal;Catering zu: 75 Jahrfeier der Evangelischen Forschungsakademie;Vtg ok;Evangelische Forschungsakademie | Union Evangelischer Kirchen in der EKD (UEK);720;Veranstaltung allgemein
EV;;16.01.2024 18:00;16.01.2024 22:00;4;FFK;Französische Friedrichstadtkirche;Krimidinner;Fix;BESONDERE ORTE Umweltforum Berlin GmbH;0;Veranstaltung allgemein
EV;;16.01.2024 18:00;16.01.2024 22:00;4;FFK;Georges-Casalis-Saal;Krimidinner;Fix;BESONDERE ORTE Umweltforum Berlin GmbH;160;Veranstaltung allgemein
MV;12087;24.01.2024 17:30;24.01.2024 23:00;5,5;FFK;Französische Friedrichstadtkirche;Networkingveranstaltung;Vtg ok;RUECKERCONSULT GmbH;0;Veranstaltung allgemein
MV;12087;24.01.2024 17:30;24.01.2024 23:00;5,5;FFK;Georges-Casalis-Saal;Networkingveranstaltung;Vtg ok;RUECKERCONSULT GmbH;160;Veranstaltung allgemein
MV;12087;24.01.2024 17:30;24.01.2024 23:00;5,5;FFK;Entrée;Networkingveranstaltung;Vtg ok;RUECKERCONSULT GmbH;24;Veranstaltung allgemein
MV;12087;24.01.2024 17:30;24.01.2024 23:00;5,5;FFK;Rotunde;Networkingveranstaltung;Vtg ok;RUECKERCONSULT GmbH;87;Veranstaltung allgemein
MV;12143;19.03.2024 10:30;20.03.2024 01:30;15;FFK;Französische Friedrichstadtkirche;Dinnerveranstaltung;Vtg ok;insolite Germany GmbH;0;Veranstaltung allgemein
MV;12143;19.03.2024 10:30;20.03.2024 01:30;15;FFK;Saal;Dinnerveranstaltung;Vtg ok;insolite Germany GmbH;720;Veranstaltung allgemein
MV;12143;19.03.2024 10:30;20.03.2024 01:30;15;FFK;Georges-Casalis-Saal;Dinnerveranstaltung;Vtg ok;insolite Germany GmbH;160;Veranstaltung allgemein
MV;12136;16.05.2024 09:00;16.05.2024 23:00;14;FFK;Französische Friedrichstadtkirche;IMK-Forum 2024;Vtg ok;Hans-Böckler-Stiftung;0;Veranstaltung allgemein
MV;12136;16.05.2024 09:00;16.05.2024 23:00;14;FFK;Saal;IMK-Forum 2024;Vtg ok;Hans-Böckler-Stiftung;720;Veranstaltung allgemein
MV;12136;16.05.2024 09:00;16.05.2024 23:00;14;FFK;Georges-Casalis-Saal;IMK-Forum 2024;Vtg ok;Hans-Böckler-Stiftung;160;Veranstaltung allgemein
MV;12136;16.05.2024 09:00;16.05.2024 23:00;14;FFK;Rotunde;IMK-Forum 2024;Vtg ok;Hans-Böckler-Stiftung;87;Veranstaltung allgemein
MV;12136;16.05.2024 09:00;16.05.2024 23:00;14;FFK;Restaurant Hugo & Notte;IMK-Forum 2024;Vtg ok;Hans-Böckler-Stiftung;160;Veranstaltung allgemein
MV;12113;06.12.2024 07:00;06.12.2024 15:00;8;FFK;Französische Friedrichstadtkirche;Verleihung Forschungspreis;Vtg ok;Fürst Donnersmarck-Stiftung;0;Veranstaltung allgemein
MV;12113;06.12.2024 07:00;06.12.2024 15:00;8;FFK;Saal;Verleihung Forschungspreis;Vtg ok;Fürst Donnersmarck-Stiftung;720;Veranstaltung allgemein
MV;12113;06.12.2024 07:00;06.12.2024 15:00;8;FFK;Georges-Casalis-Saal;Verleihung Forschungspreis;Vtg ok;Fürst Donnersmarck-Stiftung;160;Veranstaltung allgemein
MV;12113;06.12.2024 07:00;06.12.2024 15:00;8;FFK;Entrée;Verleihung Forschungspreis;Vtg ok;Fürst Donnersmarck-Stiftung;24;Veranstaltung allgemein
MV;12113;06.12.2024 07:00;06.12.2024 15:00;8;FFK;Rotunde;Verleihung Forschungspreis;Vtg ok;Fürst Donnersmarck-Stiftung;87;Veranstaltung allgemein
MV;12113;06.12.2024 07:00;06.12.2024 15:00;8;FFK;Restaurant Hugo & Notte;Verleihung Forschungspreis;Vtg ok;Fürst Donnersmarck-Stiftung;160;Veranstaltung allgemein
MV;12130;19.01.2024 14:50;19.01.2024 23:00;8,17;FFK;Französische Friedrichstadtkirche;Candlelight Konzert;Vtg ok;Kzemos Germany GmbH;0;Veranstaltung allgemein
MV;12130;19.01.2024 14:50;19.01.2024 23:00;8,17;FFK;Saal;Candlelight Konzert;Vtg ok;Kzemos Germany GmbH;720;Veranstaltung allgemein
MV;12130;19.01.2024 14:50;19.01.2024 23:00;8,17;FFK;Entrée;Candlelight Konzert;Vtg ok;Kzemos Germany GmbH;24;Veranstaltung allgemein
MV;12130;19.01.2024 14:50;19.01.2024 23:00;8,17;FFK;Salon Godet;Candlelight Konzert;Vtg ok;Kzemos Germany GmbH;22;Veranstaltung allgemein
MV;12131;02.02.2024 14:30;02.02.2024 23:30;9;FFK;Französische Friedrichstadtkirche;Candlelight Konzert;Vtg ok;Kzemos Germany GmbH;0;Veranstaltung allgemein
MV;12131;02.02.2024 14:30;02.02.2024 23:30;9;FFK;Saal;Candlelight Konzert;Vtg ok;Kzemos Germany GmbH;720;Veranstaltung allgemein
MV;12131;02.02.2024 14:30;02.02.2024 23:30;9;FFK;Entrée;Candlelight Konzert;Vtg ok;Kzemos Germany GmbH;24;Veranstaltung allgemein
MV;12131;02.02.2024 14:30;02.02.2024 23:30;9;FFK;Salon Godet;Candlelight Konzert;Vtg ok;Kzemos Germany GmbH;22;Veranstaltung allgemein
MV;12132;03.02.2024 17:00;03.02.2024 23:30;6,5;FFK;Französische Friedrichstadtkirche;Candlelight Konzert;Vtg ok;Kzemos Germany GmbH;0;Veranstaltung allgemein
MV;12132;03.02.2024 17:00;03.02.2024 23:30;6,5;FFK;Saal;Candlelight Konzert;Vtg ok;Kzemos Germany GmbH;720;Veranstaltung allgemein
MV;12132;03.02.2024 17:00;03.02.2024 23:30;6,5;FFK;Entrée;Candlelight Konzert;Vtg ok;Kzemos Germany GmbH;24;Veranstaltung allgemein
MV;12132;03.02.2024 17:00;03.02.2024 23:30;6,5;FFK;Salon Godet;Candlelight Konzert;Vtg ok;Kzemos Germany GmbH;22;Veranstaltung allgemein
MV;12196;16.10.2024 15:00;17.10.2024 00:00;9;FFK;Französische Friedrichstadtkirche;DRV-Weinempfang;Vtg ok;Deutscher Raiffeisenverband e.V.;0;Veranstaltung allgemein
MV;12196;16.10.2024 15:00;17.10.2024 00:00;9;FFK;Georges-Casalis-Saal;DRV-Weinempfang;Vtg ok;Deutscher Raiffeisenverband e.V.;160;Veranstaltung allgemein
MV;12196;16.10.2024 15:00;17.10.2024 00:00;9;FFK;Entrée;DRV-Weinempfang;Vtg ok;Deutscher Raiffeisenverband e.V.;24;Veranstaltung allgemein
MV;12196;16.10.2024 15:00;17.10.2024 00:00;9;FFK;Rotunde;DRV-Weinempfang;Vtg ok;Deutscher Raiffeisenverband e.V.;87;Veranstaltung allgemein
MV;12196;16.10.2024 15:00;17.10.2024 00:00;9;FFK;Restaurant Hugo & Notte;DRV-Weinempfang;Vtg ok;Deutscher Raiffeisenverband e.V.;160;Veranstaltung allgemein
MV;12173;06.03.2024 14:00;07.03.2024 00:30;10,5;FFK;Französische Friedrichstadtkirche;Dinner Event Turismo Andalucia;Vtg ok;ABSOLUTE COMUNICACIÓN S.L.;0;Veranstaltung allgemein
MV;12173;06.03.2024 14:00;07.03.2024 00:30;10,5;FFK;Saal;Dinner Event Turismo Andalucia;Vtg ok;ABSOLUTE COMUNICACIÓN S.L.;720;Veranstaltung allgemein
MV;12173;06.03.2024 14:00;07.03.2024 00:30;10,5;FFK;Georges-Casalis-Saal;Dinner Event Turismo Andalucia;Vtg ok;ABSOLUTE COMUNICACIÓN S.L.;160;Veranstaltung allgemein
MV;12173;06.03.2024 14:00;07.03.2024 00:30;10,5;FFK;Entrée;Dinner Event Turismo Andalucia;Vtg ok;ABSOLUTE COMUNICACIÓN S.L.;24;Veranstaltung allgemein
MV;12173;06.03.2024 14:00;07.03.2024 00:30;10,5;FFK;Rotunde;Dinner Event Turismo Andalucia;Vtg ok;ABSOLUTE COMUNICACIÓN S.L.;87;Veranstaltung allgemein
MV;12173;06.03.2024 14:00;07.03.2024 00:30;10,5;FFK;Restaurant Hugo & Notte;Dinner Event Turismo Andalucia;Vtg ok;ABSOLUTE COMUNICACIÓN S.L.;160;Veranstaltung allgemein
MV;12280;23.08.2024 15:00;23.08.2024 17:30;2,5;FFK;Französische Friedrichstadtkirche;Festakt zum Tag der Heimat 2024;Vtg ok;Bund der Vertriebenen;0;Veranstaltung allgemein
MV;12280;23.08.2024 15:00;23.08.2024 17:30;2,5;FFK;Saal;Festakt zum Tag der Heimat 2024;Vtg ok;Bund der Vertriebenen;720;Veranstaltung allgemein
MV;12280;24.08.2024 08:30;24.08.2024 15:00;6,5;FFK;Französische Friedrichstadtkirche;Festakt zum Tag der Heimat 2024;Vtg ok;Bund der Vertriebenen;0;Veranstaltung allgemein
MV;12280;24.08.2024 08:30;24.08.2024 15:00;6,5;FFK;Saal;Festakt zum Tag der Heimat 2024;Vtg ok;Bund der Vertriebenen;720;Veranstaltung allgemein
MV;12280;24.08.2024 08:30;24.08.2024 15:00;6,5;FFK;Georges-Casalis-Saal;Festakt zum Tag der Heimat 2024;Vtg ok;Bund der Vertriebenen;160;Veranstaltung allgemein
MV;12280;24.08.2024 08:30;24.08.2024 15:00;6,5;FFK;Entrée;Festakt zum Tag der Heimat 2024;Vtg ok;Bund der Vertriebenen;24;Veranstaltung allgemein
MV;12280;24.08.2024 08:30;24.08.2024 15:00;6,5;FFK;Rotunde;Festakt zum Tag der Heimat 2024;Vtg ok;Bund der Vertriebenen;87;Veranstaltung allgemein
MV;12280;24.08.2024 08:30;24.08.2024 15:00;6,5;FFK;Salon Godet;Festakt zum Tag der Heimat 2024;Vtg ok;Bund der Vertriebenen;22;Veranstaltung allgemein
MV;12173;06.03.2024 14:00;07.03.2024 00:30;10,5;FFK;Salon Godet;Dinner Event Turismo Andalucia;Vtg ok;ABSOLUTE COMUNICACIÓN S.L.;22;Veranstaltung allgemein
MV;12123;04.02.2024 13:30;04.02.2024 19:30;6;FFK;Französische Friedrichstadtkirche;"Konzert ""International Youth Arts Festival 2024""";Vtg ok;ZH Travel & Kultur GmbH;0;Veranstaltung allgemein
MV;12123;04.02.2024 13:30;04.02.2024 19:30;6;FFK;Saal;"Konzert ""International Youth Arts Festival 2024""";Vtg ok;ZH Travel & Kultur GmbH;720;Veranstaltung allgemein
MV;12123;04.02.2024 13:30;04.02.2024 19:30;6;FFK;Georges-Casalis-Saal;"Konzert ""International Youth Arts Festival 2024""";Vtg ok;ZH Travel & Kultur GmbH;160;Veranstaltung allgemein
MV;12123;04.02.2024 13:30;04.02.2024 19:30;6;FFK;Salon Godet;"Konzert ""International Youth Arts Festival 2024""";Vtg ok;ZH Travel & Kultur GmbH;22;Veranstaltung allgemein
MV;12191;25.04.2024 19:30;25.04.2024 20:30;1;FFK;Französische Friedrichstadtkirche;Catering Hauptversammlung Reformierter Bund;Vtg ok;Reformierter Bund in Deutschland;0;Veranstaltung allgemein
MV;12191;25.04.2024 19:30;25.04.2024 20:30;1;FFK;Georges-Casalis-Saal;Catering Hauptversammlung Reformierter Bund;Vtg ok;Reformierter Bund in Deutschland;160;Veranstaltung allgemein
MV;12191;26.04.2024 13:45;26.04.2024 21:30;7,75;FFK;Georges-Casalis-Saal;Catering Hauptversammlung Reformierter Bund;Vtg ok;Reformierter Bund in Deutschland;160;Veranstaltung allgemein
MV;12191;26.04.2024 13:45;26.04.2024 21:30;7,75;FFK;Französische Friedrichstadtkirche;Catering Hauptversammlung Reformierter Bund;Vtg ok;Reformierter Bund in Deutschland;0;Veranstaltung allgemein
MV;12138;20.04.2024 14:00;20.04.2024 23:00;9;FFK;Französische Friedrichstadtkirche;Frühlingskonzert;Vtg ok;Büro Tina Tandler;0;Veranstaltung allgemein
MV;12138;20.04.2024 14:00;20.04.2024 23:00;9;FFK;Saal;Frühlingskonzert;Vtg ok;Büro Tina Tandler;720;Veranstaltung allgemein
MV;12138;20.04.2024 14:00;20.04.2024 23:00;9;FFK;Salon Godet;Frühlingskonzert;Vtg ok;Büro Tina Tandler;22;Veranstaltung allgemein
MV;12324;26.10.2024 16:00;26.10.2024 22:00;6;FFK;Französische Friedrichstadtkirche;Konzert: Festival Orchester;Vtg ok;FRANZHANS 06 GmbH;0;Konzert
MV;12324;26.10.2024 16:00;26.10.2024 22:00;6;FFK;Saal;Konzert: Festival Orchester;Vtg ok;FRANZHANS 06 GmbH;720;Veranstaltung allgemein
MV;12324;26.10.2024 16:00;26.10.2024 22:00;6;FFK;Salon Godet;Konzert: Festival Orchester;Vtg ok;FRANZHANS 06 GmbH;22;Veranstaltung allgemein
MV;12176;28.06.2024 16:00;28.06.2024 22:00;6;FFK;Saal;Kammerchor Konzert;Vtg ok;Collegium Musicum Berlin;720;Veranstaltung allgemein
MV;12176;28.06.2024 16:00;28.06.2024 22:00;6;FFK;Salon Godet;Kammerchor Konzert;Vtg ok;Collegium Musicum Berlin;22;Veranstaltung allgemein
MV;12176;28.06.2024 16:00;28.06.2024 22:00;6;FFK;Französische Friedrichstadtkirche;Kammerchor Konzert;Vtg ok;Collegium Musicum Berlin;0;Veranstaltung allgemein
MV;12135;13.03.2024 08:00;13.03.2024 11:00;3;FFK;Französische Friedrichstadtkirche;Heilsame Unterbrechnung;Zus;Bevollmächtigter des Rates der EKD bei der Bundesrepublik Deutschland und der Europäischen Union;0;Veranstaltung allgemein
MV;12168;15.11.2024 16:00;15.11.2024 22:00;6;FFK;Französische Friedrichstadtkirche;Konzert;Vtg ok;FRANZHANS 06 GmbH;0;Veranstaltung allgemein
MV;12168;15.11.2024 16:00;15.11.2024 22:00;6;FFK;Saal;Konzert;Vtg ok;FRANZHANS 06 GmbH;720;Konzert
MV;12168;15.11.2024 16:00;15.11.2024 22:00;6;FFK;Salon Godet;Konzert;Vtg ok;FRANZHANS 06 GmbH;22;Veranstaltung allgemein
MV;12168;16.11.2024 16:00;16.11.2024 22:00;6;FFK;Saal;Konzert;Vtg ok;FRANZHANS 06 GmbH;720;Konzert
MV;12168;16.11.2024 16:00;16.11.2024 22:00;6;FFK;Salon Godet;Konzert;Vtg ok;FRANZHANS 06 GmbH;22;Veranstaltung allgemein
MV;12168;16.11.2024 16:00;16.11.2024 22:00;6;FFK;Französische Friedrichstadtkirche;Konzert;Vtg ok;FRANZHANS 06 GmbH;0;Veranstaltung allgemein
MV;12167;22.11.2024 16:00;22.11.2024 22:00;6;FFK;Französische Friedrichstadtkirche;Konzerte: Festival Orchester und Ave Maria;Vtg ok;FRANZHANS 06 GmbH;0;Veranstaltung allgemein
MV;12167;22.11.2024 16:00;22.11.2024 22:00;6;FFK;Saal;Konzerte: Festival Orchester und Ave Maria;Vtg ok;FRANZHANS 06 GmbH;720;Veranstaltung allgemein
MV;12167;22.11.2024 16:00;22.11.2024 22:00;6;FFK;Salon Godet;Konzerte: Festival Orchester und Ave Maria;Vtg ok;FRANZHANS 06 GmbH;22;Veranstaltung allgemein
MV;12167;23.11.2024 12:00;23.11.2024 18:00;6;FFK;Französische Friedrichstadtkirche;Konzerte: Festival Orchester und Ave Maria;Vtg ok;FRANZHANS 06 GmbH;0;Veranstaltung allgemein
MV;12167;23.11.2024 12:00;23.11.2024 18:00;6;FFK;Saal;Konzerte: Festival Orchester und Ave Maria;Vtg ok;FRANZHANS 06 GmbH;720;Veranstaltung allgemein
MV;12167;23.11.2024 12:00;23.11.2024 18:00;6;FFK;Salon Godet;Konzerte: Festival Orchester und Ave Maria;Vtg ok;FRANZHANS 06 GmbH;22;Veranstaltung allgemein
MV;12166;30.11.2024 12:00;30.11.2024 18:00;6;FFK;Französische Friedrichstadtkirche;Konzert: Wolfgangseemusi;Vtg ok;FRANZHANS 06 GmbH;0;Konzert
MV;12166;30.11.2024 12:00;30.11.2024 18:00;6;FFK;Saal;Konzert: Wolfgangseemusi;Vtg ok;FRANZHANS 06 GmbH;720;Veranstaltung allgemein
